date,ticker,signal_strength
2021-10-20,CNS_RET_1,0.5
2021-10-21,CNS_RET_1,0.5
2021-10-22,CNS_RET_1,0.5
2021-10-25,CNS_RET_1,0.5
2021-10-26,CNS_RET_1,0.25
2021-10-27,CNS_RET_1,0.125
2021-10-28,CNS_RET_1,0.125
2021-10-29,CNS_RET_1,0.125
2021-11-01,CNS_RET_1,0.125
2021-11-02,CNS_RET_1,0.125
2021-11-03,CNS_RET_1,0.1875
2021-11-04,CNS_RET_1,0.0625
2021-11-05,CNS_RET_1,0.0
2021-11-08,CNS_RET_1,0.3125
2021-11-09,CNS_RET_1,0.0
2021-11-10,CNS_RET_1,0.5
2021-11-11,CNS_RET_1,-0.375
2021-11-12,CNS_RET_1,-0.375
2021-11-15,CNS_RET_1,-0.375
2021-11-16,CNS_RET_1,-0.375
2021-11-17,CNS_RET_1,0.5
2021-11-18,CNS_RET_1,0.5
2021-11-19,CNS_RET_1,0.0
2021-11-22,CNS_RET_1,0.0
2021-11-23,CNS_RET_1,0.0
2021-11-24,CNS_RET_1,0.0
2021-11-25,CNS_RET_1,0.0
2021-11-26,CNS_RET_1,0.0
2021-11-29,CNS_RET_1,0.0
2021-11-30,CNS_RET_1,0.125
2021-12-01,CNS_RET_1,0.25
2021-12-02,CNS_RET_1,0.25
2021-12-03,CNS_RET_1,0.125
2021-12-06,CNS_RET_1,0.125
2021-12-07,CNS_RET_1,0.125
2021-12-08,CNS_RET_1,0.125
2021-12-09,CNS_RET_1,0.125
2021-12-10,CNS_RET_1,0.125
2021-12-13,CNS_RET_1,0.125
2021-12-14,CNS_RET_1,0.125
2021-12-15,CNS_RET_1,0.125
2021-12-16,CNS_RET_1,0.25
2021-12-17,CNS_RET_1,0.125
2021-12-20,CNS_RET_1,0.0
2021-12-21,CNS_RET_1,0.125
2021-12-22,CNS_RET_1,0.0625
2021-12-23,CNS_RET_1,0.5
2021-12-24,CNS_RET_1,0.5
2021-12-27,CNS_RET_1,0.5
2021-12-28,CNS_RET_1,0.5
2021-12-29,CNS_RET_1,-0.375
2021-12-30,CNS_RET_1,0.125
2021-12-31,CNS_RET_1,0.375
2022-01-03,CNS_RET_1,0.375
2022-01-04,CNS_RET_1,0.5
2022-01-05,CNS_RET_1,0.5
2022-01-06,CNS_RET_1,0.5
2022-01-07,CNS_RET_1,-0.375
2022-01-10,CNS_RET_1,-0.375
2022-01-11,CNS_RET_1,-0.375
2022-01-12,CNS_RET_1,0.5
2022-01-13,CNS_RET_1,0.25
2022-01-14,CNS_RET_1,0.25
2022-01-17,CNS_RET_1,0.5
2022-01-18,CNS_RET_1,0.5
2022-01-19,CNS_RET_1,-0.375
2022-01-20,CNS_RET_1,0.25
2022-01-21,CNS_RET_1,0.25
2022-01-24,CNS_RET_1,-0.375
2022-01-25,CNS_RET_1,-0.375
2022-01-26,CNS_RET_1,0.5
2022-01-27,CNS_RET_1,0.5
2022-01-28,CNS_RET_1,-0.375
2022-01-31,CNS_RET_1,0.25
2022-02-01,CNS_RET_1,-0.375
2022-02-02,CNS_RET_1,-0.375
2022-02-03,CNS_RET_1,0.25
2022-02-04,CNS_RET_1,0.5
2022-02-07,CNS_RET_1,0.5
2022-02-08,CNS_RET_1,0.5
2022-02-09,CNS_RET_1,0.5
2022-02-10,CNS_RET_1,0.5
2022-02-11,CNS_RET_1,0.5
2022-02-14,CNS_RET_1,0.5
2022-02-15,CNS_RET_1,0.25
2022-02-16,CNS_RET_1,0.125
2022-02-17,CNS_RET_1,0.125
2022-02-18,CNS_RET_1,0.125
2022-02-21,CNS_RET_1,0.125
2022-02-22,CNS_RET_1,0.0
2022-02-23,CNS_RET_1,0.125
2022-02-24,CNS_RET_1,0.125
2022-02-25,CNS_RET_1,0.125
2022-02-28,CNS_RET_1,0.125
2022-03-01,CNS_RET_1,0.125
2022-03-02,CNS_RET_1,0.125
2022-03-03,CNS_RET_1,0.125
2022-03-04,CNS_RET_1,0.125
2022-03-07,CNS_RET_1,0.125
2022-03-08,CNS_RET_1,0.25
2022-03-09,CNS_RET_1,0.25
2022-03-10,CNS_RET_1,0.5
2022-03-11,CNS_RET_1,0.5
2022-03-14,CNS_RET_1,-0.375
2022-03-15,CNS_RET_1,0.5
2022-03-16,CNS_RET_1,0.125
2022-03-17,CNS_RET_1,0.125
2022-03-18,CNS_RET_1,0.125
2022-03-21,CNS_RET_1,0.375
2022-03-22,CNS_RET_1,0.125
2022-03-23,CNS_RET_1,0.125
2022-03-24,CNS_RET_1,0.25
2022-03-25,CNS_RET_1,0.125
2022-03-28,CNS_RET_1,0.125
2022-03-29,CNS_RET_1,0.125
2022-03-30,CNS_RET_1,0.25
2022-03-31,CNS_RET_1,0.125
2022-04-01,CNS_RET_1,0.125
2022-04-04,CNS_RET_1,0.25
2022-04-05,CNS_RET_1,0.25
2022-04-06,CNS_RET_1,0.25
2022-04-07,CNS_RET_1,0.5
2022-04-08,CNS_RET_1,0.375
2022-04-11,CNS_RET_1,0.5
2022-04-12,CNS_RET_1,0.5
2022-04-13,CNS_RET_1,0.5
2022-04-14,CNS_RET_1,0.25
2022-04-15,CNS_RET_1,0.25
2022-04-18,CNS_RET_1,0.125
2022-04-19,CNS_RET_1,0.125
2022-04-20,CNS_RET_1,0.25
2022-04-21,CNS_RET_1,0.25
2022-04-22,CNS_RET_1,0.25
2022-04-25,CNS_RET_1,0.25
2022-04-26,CNS_RET_1,0.375
2022-04-27,CNS_RET_1,0.25
2022-04-28,CNS_RET_1,0.375
2022-04-29,CNS_RET_1,0.375
2022-05-02,CNS_RET_1,0.5
2022-05-03,CNS_RET_1,0.375
2022-05-04,CNS_RET_1,0.5
2022-05-05,CNS_RET_1,-0.375
2022-05-06,CNS_RET_1,-0.375
2022-05-09,CNS_RET_1,-0.375
2022-05-10,CNS_RET_1,-0.375
2022-05-11,CNS_RET_1,-0.375
2022-05-12,CNS_RET_1,-0.375
2022-05-13,CNS_RET_1,-0.375
2022-05-16,CNS_RET_1,-0.375
2022-05-17,CNS_RET_1,-0.375
2022-05-18,CNS_RET_1,-0.375
2022-05-19,CNS_RET_1,-0.375
2022-05-20,CNS_RET_1,-0.375
2022-05-23,CNS_RET_1,0.5
2022-05-24,CNS_RET_1,0.375
2022-05-25,CNS_RET_1,0.375
2022-05-26,CNS_RET_1,0.375
2022-05-27,CNS_RET_1,0.375
2022-05-30,CNS_RET_1,0.375
2022-05-31,CNS_RET_1,0.375
2022-06-01,CNS_RET_1,0.375
2022-06-02,CNS_RET_1,0.5
2022-06-03,CNS_RET_1,0.375
2022-06-06,CNS_RET_1,0.5
2022-06-07,CNS_RET_1,0.5
2022-06-08,CNS_RET_1,-0.25
2022-06-09,CNS_RET_1,0.375
2022-06-10,CNS_RET_1,0.5
2022-06-13,CNS_RET_1,0.5
2022-06-14,CNS_RET_1,0.5
2022-06-15,CNS_RET_1,0.5
2022-06-16,CNS_RET_1,0.5
2022-06-17,CNS_RET_1,0.5
2022-06-20,CNS_RET_1,0.5
2022-06-21,CNS_RET_1,0.375
2022-06-22,CNS_RET_1,0.375
2022-06-23,CNS_RET_1,0.25
2022-06-24,CNS_RET_1,0.375
2022-06-27,CNS_RET_1,0.375
2022-06-28,CNS_RET_1,0.5
2022-06-29,CNS_RET_1,0.5
2022-06-30,CNS_RET_1,0.5
2022-07-01,CNS_RET_1,0.5
2022-07-04,CNS_RET_1,0.5
2022-07-05,CNS_RET_1,0.5
2022-07-06,CNS_RET_1,-0.375
2022-07-07,CNS_RET_1,0.5
2022-07-08,CNS_RET_1,0.5
2022-07-11,CNS_RET_1,0.5
2022-07-12,CNS_RET_1,0.5
2022-07-13,CNS_RET_1,0.5
2022-07-14,CNS_RET_1,0.5
2022-07-15,CNS_RET_1,0.5
2022-07-18,CNS_RET_1,0.5
2022-07-19,CNS_RET_1,0.5
2022-07-20,CNS_RET_1,0.5
2022-07-21,CNS_RET_1,0.5
2022-07-22,CNS_RET_1,0.5
2022-07-25,CNS_RET_1,0.5
2022-07-26,CNS_RET_1,-0.125
2022-07-27,CNS_RET_1,-0.375
2022-07-28,CNS_RET_1,-0.375
2022-07-29,CNS_RET_1,-0.375
2022-08-01,CNS_RET_1,-0.375
2022-08-02,CNS_RET_1,-0.375
2022-08-03,CNS_RET_1,-0.375
2022-08-04,CNS_RET_1,-0.375
2022-08-05,CNS_RET_1,-0.375
2022-08-08,CNS_RET_1,-0.375
2022-08-09,CNS_RET_1,-0.375
2022-08-10,CNS_RET_1,-0.375
2022-08-11,CNS_RET_1,-0.375
2022-08-12,CNS_RET_1,-0.375
2022-08-15,CNS_RET_1,-0.375
2022-08-16,CNS_RET_1,-0.375
2022-08-17,CNS_RET_1,-0.375
2022-08-18,CNS_RET_1,-0.375
2022-08-19,CNS_RET_1,-0.375
2022-08-22,CNS_RET_1,-0.375
2022-08-23,CNS_RET_1,-0.375
2022-08-24,CNS_RET_1,-0.375
2022-08-25,CNS_RET_1,0.5
2022-08-26,CNS_RET_1,0.5
2022-08-29,CNS_RET_1,0.5
2022-08-30,CNS_RET_1,0.5
2022-08-31,CNS_RET_1,0.5
2022-09-01,CNS_RET_1,0.5
2022-09-02,CNS_RET_1,0.5
2022-09-05,CNS_RET_1,0.5
2022-09-06,CNS_RET_1,0.5
2022-09-07,CNS_RET_1,0.375
2022-09-08,CNS_RET_1,0.375
2022-09-09,CNS_RET_1,0.375
2022-09-12,CNS_RET_1,0.375
2022-09-13,CNS_RET_1,0.375
2022-09-14,CNS_RET_1,0.5
2022-09-15,CNS_RET_1,0.375
2022-09-16,CNS_RET_1,0.375
2022-09-19,CNS_RET_1,0.5
2022-09-20,CNS_RET_1,0.375
2022-09-21,CNS_RET_1,0.375
2022-09-22,CNS_RET_1,0.375
2022-09-23,CNS_RET_1,0.375
2022-09-26,CNS_RET_1,0.5
2022-09-27,CNS_RET_1,0.375
2022-09-28,CNS_RET_1,0.375
2022-09-29,CNS_RET_1,0.5
2022-09-30,CNS_RET_1,0.25
2022-10-03,CNS_RET_1,0.375
2022-10-04,CNS_RET_1,0.375
2022-10-05,CNS_RET_1,0.25
2022-10-06,CNS_RET_1,0.375
2022-10-07,CNS_RET_1,0.25
2022-10-10,CNS_RET_1,0.25
2022-10-11,CNS_RET_1,0.25
2022-10-12,CNS_RET_1,0.25
2022-10-13,CNS_RET_1,0.25
2022-10-14,CNS_RET_1,0.25
2022-10-17,CNS_RET_1,0.25
2022-10-18,CNS_RET_1,0.375
2022-10-19,CNS_RET_1,-0.375
2022-10-20,CNS_RET_1,0.125
2022-10-21,CNS_RET_1,-0.375
2022-10-24,CNS_RET_1,0.375
2022-10-25,CNS_RET_1,-0.375
2022-10-26,CNS_RET_1,0.375
2022-10-27,CNS_RET_1,0.5
2022-10-28,CNS_RET_1,0.375
2022-10-31,CNS_RET_1,0.25
2022-11-01,CNS_RET_1,0.25
2022-11-02,CNS_RET_1,0.375
2022-11-03,CNS_RET_1,0.25
2022-11-04,CNS_RET_1,0.25
2022-11-07,CNS_RET_1,0.25
2022-11-08,CNS_RET_1,0.25
2022-11-09,CNS_RET_1,0.25
2022-11-10,CNS_RET_1,0.375
2022-11-11,CNS_RET_1,0.5
2022-11-14,CNS_RET_1,0.375
2022-11-15,CNS_RET_1,0.25
2022-11-16,CNS_RET_1,0.375
2022-11-17,CNS_RET_1,0.25
2022-11-18,CNS_RET_1,0.375
2022-11-21,CNS_RET_1,0.25
2022-11-22,CNS_RET_1,0.125
2022-11-23,CNS_RET_1,0.125
2022-11-24,CNS_RET_1,-0.125
2022-11-25,CNS_RET_1,0.125
2022-11-28,CNS_RET_1,0.125
2022-11-29,CNS_RET_1,0.125
2022-11-30,CNS_RET_1,0.125
2022-12-01,CNS_RET_1,0.125
2022-12-02,CNS_RET_1,0.25
2022-12-05,CNS_RET_1,0.25
2022-12-06,CNS_RET_1,0.25
2022-12-07,CNS_RET_1,0.25
2022-12-08,CNS_RET_1,0.25
2022-12-09,CNS_RET_1,0.5
2022-12-12,CNS_RET_1,0.375
2022-12-13,CNS_RET_1,-0.375
2022-12-14,CNS_RET_1,0.5
2022-12-15,CNS_RET_1,0.5
2022-12-16,CNS_RET_1,0.125
2022-12-19,CNS_RET_1,0.25
2022-12-20,CNS_RET_1,0.125
2022-12-21,CNS_RET_1,0.375
2022-12-22,CNS_RET_1,0.25
2022-12-23,CNS_RET_1,0.375
2022-12-26,CNS_RET_1,0.5
2022-12-27,CNS_RET_1,0.5
2022-12-28,CNS_RET_1,0.375
2022-12-29,CNS_RET_1,0.375
2022-12-30,CNS_RET_1,0.375
2023-01-02,CNS_RET_1,0.375
2023-01-03,CNS_RET_1,0.375
2023-01-04,CNS_RET_1,0.375
2023-01-05,CNS_RET_1,0.375
2023-01-06,CNS_RET_1,0.25
2023-01-09,CNS_RET_1,-0.25
2023-01-10,CNS_RET_1,0.25
2023-01-11,CNS_RET_1,0.25
2023-01-12,CNS_RET_1,0.25
2023-01-13,CNS_RET_1,0.25
2023-01-16,CNS_RET_1,0.125
2023-01-17,CNS_RET_1,0.125
2023-01-18,CNS_RET_1,0.125
2023-01-19,CNS_RET_1,0.125
2023-01-20,CNS_RET_1,0.25
2023-01-23,CNS_RET_1,0.25
2023-01-24,CNS_RET_1,0.25
2023-01-25,CNS_RET_1,0.25
2023-01-26,CNS_RET_1,0.25
2023-01-27,CNS_RET_1,0.375
2023-01-30,CNS_RET_1,0.25
2023-01-31,CNS_RET_1,0.125
2023-02-01,CNS_RET_1,0.25
2023-02-02,CNS_RET_1,0.25
2023-02-03,CNS_RET_1,-0.25
2023-02-06,CNS_RET_1,-0.25
2023-02-07,CNS_RET_1,-0.25
2023-02-08,CNS_RET_1,0.375
2023-02-09,CNS_RET_1,0.25
2023-02-10,CNS_RET_1,-0.375
2023-02-13,CNS_RET_1,-0.25
2023-02-14,CNS_RET_1,-0.375
2023-02-15,CNS_RET_1,-0.25
2023-02-16,CNS_RET_1,0.375
2023-02-17,CNS_RET_1,0.375
2023-02-20,CNS_RET_1,0.375
2023-02-21,CNS_RET_1,0.375
2023-02-22,CNS_RET_1,-0.25
2023-02-23,CNS_RET_1,0.375
2023-02-24,CNS_RET_1,0.375
2023-02-27,CNS_RET_1,-0.25
2023-02-28,CNS_RET_1,-0.125
2023-03-01,CNS_RET_1,-0.125
2023-03-02,CNS_RET_1,-0.125
2023-03-03,CNS_RET_1,-0.125
2023-03-06,CNS_RET_1,-0.125
2023-03-07,CNS_RET_1,-0.125
2023-03-08,CNS_RET_1,-0.125
2023-03-09,CNS_RET_1,-0.125
2023-03-10,CNS_RET_1,0.125
2023-03-13,CNS_RET_1,0.25
2023-03-14,CNS_RET_1,0.25
2023-03-15,CNS_RET_1,0.25
2023-03-16,CNS_RET_1,0.25
2023-03-17,CNS_RET_1,0.25
2023-03-20,CNS_RET_1,0.25
2023-03-21,CNS_RET_1,0.25
2023-03-22,CNS_RET_1,0.25
2023-03-23,CNS_RET_1,0.25
2023-03-24,CNS_RET_1,0.25
2023-03-27,CNS_RET_1,0.375
2023-03-28,CNS_RET_1,0.375
2023-03-29,CNS_RET_1,0.375
2023-03-30,CNS_RET_1,0.375
2023-03-31,CNS_RET_1,0.25
2023-04-03,CNS_RET_1,-0.125
2023-04-04,CNS_RET_1,0.0
2023-04-05,CNS_RET_1,0.0
2023-04-06,CNS_RET_1,-0.125
2023-04-07,CNS_RET_1,0.0
2023-04-10,CNS_RET_1,0.25
2023-04-11,CNS_RET_1,0.375
2023-04-12,CNS_RET_1,0.25
2023-04-13,CNS_RET_1,-0.25
2023-04-14,CNS_RET_1,-0.25
2023-04-17,CNS_RET_1,0.25
2023-04-18,CNS_RET_1,0.375
2023-04-19,CNS_RET_1,0.5
2023-04-20,CNS_RET_1,0.5
2023-04-21,CNS_RET_1,0.25
2023-04-24,CNS_RET_1,0.5
2023-04-25,CNS_RET_1,0.5
2023-04-26,CNS_RET_1,0.5
2023-04-27,CNS_RET_1,0.5
2023-04-28,CNS_RET_1,0.375
2023-05-01,CNS_RET_1,-0.125
2023-05-02,CNS_RET_1,0.25
2023-05-03,CNS_RET_1,0.5
2023-05-04,CNS_RET_1,0.5
2023-05-05,CNS_RET_1,0.5
2023-05-08,CNS_RET_1,0.25
2023-05-09,CNS_RET_1,0.5
2023-05-10,CNS_RET_1,0.5
2023-05-11,CNS_RET_1,0.5
2023-05-12,CNS_RET_1,0.5
2023-05-15,CNS_RET_1,0.5
2023-05-16,CNS_RET_1,0.5
2023-05-17,CNS_RET_1,0.5
2023-05-18,CNS_RET_1,0.5
2023-05-19,CNS_RET_1,0.25
2023-05-22,CNS_RET_1,0.25
2023-05-23,CNS_RET_1,0.25
2023-05-24,CNS_RET_1,0.25
2023-05-25,CNS_RET_1,0.25
2023-05-26,CNS_RET_1,0.25
2023-05-29,CNS_RET_1,0.25
2023-05-30,CNS_RET_1,0.375
2023-05-31,CNS_RET_1,0.375
2023-06-01,CNS_RET_1,0.25
2023-06-02,CNS_RET_1,0.25
2023-06-05,CNS_RET_1,-0.375
2023-06-06,CNS_RET_1,-0.375
2023-06-07,CNS_RET_1,0.25
2023-06-08,CNS_RET_1,-0.375
2023-06-09,CNS_RET_1,-0.375
2023-06-12,CNS_RET_1,0.25
2023-06-13,CNS_RET_1,-0.25
2023-06-14,CNS_RET_1,-0.375
2023-06-15,CNS_RET_1,-0.375
2023-06-16,CNS_RET_1,-0.375
2023-06-19,CNS_RET_1,-0.375
2023-06-20,CNS_RET_1,-0.25
2023-06-21,CNS_RET_1,0.5
2023-06-22,CNS_RET_1,0.5
2023-06-23,CNS_RET_1,0.375
2023-06-26,CNS_RET_1,0.5
2023-06-27,CNS_RET_1,0.5
2023-06-28,CNS_RET_1,0.5
2023-06-29,CNS_RET_1,0.5
2023-06-30,CNS_RET_1,0.5
2023-07-03,CNS_RET_1,0.375
2023-07-04,CNS_RET_1,0.5
2023-07-05,CNS_RET_1,0.5
2023-07-06,CNS_RET_1,0.25
2023-07-07,CNS_RET_1,0.25
2023-07-10,CNS_RET_1,0.25
2023-07-11,CNS_RET_1,0.375
2023-07-12,CNS_RET_1,0.25
2023-07-13,CNS_RET_1,0.25
2023-07-14,CNS_RET_1,0.375
2023-07-17,CNS_RET_1,0.5
2023-07-18,CNS_RET_1,0.25
2023-07-19,CNS_RET_1,0.25
2023-07-20,CNS_RET_1,0.25
2023-07-21,CNS_RET_1,0.25
2023-07-24,CNS_RET_1,0.5
2023-07-25,CNS_RET_1,0.5
2023-07-26,CNS_RET_1,0.375
2023-07-27,CNS_RET_1,0.5
2023-07-28,CNS_RET_1,0.5
2023-07-31,CNS_RET_1,0.25
2023-08-01,CNS_RET_1,0.25
2023-08-02,CNS_RET_1,0.25
2023-08-03,CNS_RET_1,0.375
2023-08-04,CNS_RET_1,0.375
2023-08-07,CNS_RET_1,0.375
2023-08-08,CNS_RET_1,0.375
2023-08-09,CNS_RET_1,0.25
2023-08-10,CNS_RET_1,-0.25
2023-08-11,CNS_RET_1,-0.25
2023-08-14,CNS_RET_1,-0.25
2023-08-15,CNS_RET_1,-0.25
2023-08-16,CNS_RET_1,-0.25
2023-08-17,CNS_RET_1,0.375
2023-08-18,CNS_RET_1,0.375
2023-08-21,CNS_RET_1,0.5
2023-08-22,CNS_RET_1,0.5
2023-08-23,CNS_RET_1,0.5
2023-08-24,CNS_RET_1,0.5
