date,ticker,sector,maturity_tenor,coupon,risk_free_rate,spread,yield,price
2015-01-23,IND_AUTO_1,Industrial,5Y,4.0,0.013300000000000001,0.018342,0.031641663349234676,103.81
2015-01-23,IND_ENGY_1,Energy,5Y,4.5,0.013300000000000001,0.022143,0.03544288837260146,104.3097
2015-01-23,TMT_CORP_1,Technology,5Y,3.5,0.013300000000000001,0.008781,0.02208063356663957,106.0529
2015-01-23,TMT_CORP_2,Technology,5Y,3.5,0.013300000000000001,0.010063,0.023363092556833123,105.4319
2015-01-26,CNS_RET_1,Consumer,5Y,7.0,0.013600000000000001,0.037038,0.05063781185288024,108.3681
2015-01-26,CNS_STAP_1,Consumer,5Y,3.0,0.013600000000000001,0.005787,0.019387115761069343,105.0113
2015-01-26,FIN_BANK_1,Financials,5Y,3.5,0.013600000000000001,0.009304,0.02290394417315228,105.6537
2015-01-26,FIN_INS_1,Financials,5Y,3.5,0.013600000000000001,0.012424,0.026024249398642868,104.1577
2015-01-26,IND_AUTO_1,Industrial,5Y,4.0,0.013600000000000001,0.017843,0.031442643549516536,103.9029
2015-01-26,IND_ENGY_1,Energy,5Y,4.5,0.013600000000000001,0.021229,0.0348293472436455,104.5943
2015-01-26,TMT_CORP_1,Technology,5Y,3.5,0.013600000000000001,0.008968,0.022567813437457937,105.8164
2015-01-26,TMT_CORP_2,Technology,5Y,3.5,0.013600000000000001,0.010185,0.02378506023838336,105.2285
2015-01-27,CNS_RET_1,Consumer,5Y,7.0,0.0134,0.038437,0.051837380511603595,107.8237
2015-01-27,CNS_STAP_1,Consumer,5Y,3.0,0.0134,0.005725,0.019125127552817082,105.1389
2015-01-27,FIN_BANK_1,Financials,5Y,3.5,0.0134,0.009438,0.02283830212924101,105.6854
2015-01-27,FIN_INS_1,Financials,5Y,3.5,0.0134,0.011796,0.025195674647319206,104.5524
2015-01-27,IND_AUTO_1,Industrial,5Y,4.0,0.0134,0.01828,0.031679700539632545,103.7922
2015-01-27,IND_ENGY_1,Energy,5Y,4.5,0.0134,0.021199,0.034598556273872774,104.7017
2015-01-27,TMT_CORP_1,Technology,5Y,3.5,0.0134,0.008842,0.022241835952516335,105.9746
2015-01-27,TMT_CORP_2,Technology,5Y,3.5,0.0134,0.010125,0.023525059737528824,105.3538
2015-01-28,CNS_RET_1,Consumer,5Y,7.0,0.0125,0.037685,0.05018515664949573,108.5744
2015-01-28,CNS_STAP_1,Consumer,5Y,3.0,0.0125,0.005742,0.01824216780189927,105.5704
2015-01-28,FIN_BANK_1,Financials,5Y,3.5,0.0125,0.010111,0.022610982207988968,105.7955
2015-01-28,FIN_INS_1,Financials,5Y,3.5,0.0125,0.011248,0.023747638873927477,105.2466
2015-01-28,IND_AUTO_1,Industrial,5Y,4.0,0.0125,0.0181,0.03059987217673031,104.2976
2015-01-28,IND_ENGY_1,Energy,5Y,4.5,0.0125,0.020045,0.03254545313690149,105.6626
2015-01-28,TMT_CORP_1,Technology,5Y,3.5,0.0125,0.008972,0.021471866995431174,106.3493
2015-01-28,TMT_CORP_2,Technology,5Y,3.5,0.0125,0.00929,0.021790248207657542,106.1941
2015-01-29,CNS_RET_1,Consumer,5Y,7.0,0.0128,0.035763,0.048563003574897075,109.3181
2015-01-29,CNS_STAP_1,Consumer,5Y,3.0,0.0128,0.005811,0.018611036052680736,105.3899
2015-01-29,FIN_BANK_1,Financials,5Y,3.5,0.0128,0.010758,0.023557844958807375,105.338
2015-01-29,FIN_INS_1,Financials,5Y,3.5,0.0128,0.011792,0.024592468800608745,104.8408
2015-01-29,IND_AUTO_1,Industrial,5Y,4.0,0.0128,0.018849,0.031649404609250885,103.8064
2015-01-29,IND_ENGY_1,Energy,5Y,4.5,0.0128,0.021376,0.03417552719275781,104.8987
2015-01-29,TMT_CORP_1,Technology,5Y,3.5,0.0128,0.008847,0.021647383482610694,106.2637
2015-01-29,TMT_CORP_2,Technology,5Y,3.5,0.0128,0.008505,0.021304828367010663,106.4308
2015-01-30,CNS_RET_1,Consumer,5Y,7.0,0.0118,0.036432,0.048232498181473855,109.4704
2015-01-30,CNS_STAP_1,Consumer,5Y,3.0,0.0118,0.005972,0.017771719661017586,105.8012
2015-01-30,FIN_BANK_1,Financials,5Y,3.5,0.0118,0.010732,0.02253174898452076,105.8339
2015-01-30,FIN_INS_1,Financials,5Y,3.5,0.0118,0.011534,0.02333402876277222,105.4459
2015-01-30,IND_AUTO_1,Industrial,5Y,4.0,0.0118,0.01949,0.03128980999324324,103.9744
2015-01-30,IND_ENGY_1,Energy,5Y,4.5,0.0118,0.020106,0.031905761913610095,105.9643
2015-01-30,TMT_CORP_1,Technology,5Y,3.5,0.0118,0.008723,0.02052330534962709,106.8132
2015-01-30,TMT_CORP_2,Technology,5Y,3.5,0.0118,0.008296,0.02009625948292773,107.0229
2015-02-02,CNS_RET_1,Consumer,5Y,7.0,0.011899999999999999,0.03574,0.047640225491857084,109.7441
2015-02-02,CNS_STAP_1,Consumer,5Y,3.0,0.011899999999999999,0.005915,0.017814688473580236,105.7801
2015-02-02,FIN_BANK_1,Financials,5Y,3.5,0.011899999999999999,0.010495,0.02239532066282062,105.9001
2015-02-02,FIN_INS_1,Financials,5Y,3.5,0.011899999999999999,0.011399,0.0232991275067121,105.4627
2015-02-02,IND_AUTO_1,Industrial,5Y,4.0,0.011899999999999999,0.019617,0.031516947464279715,103.8682
2015-02-02,IND_ENGY_1,Energy,5Y,4.5,0.011899999999999999,0.019936,0.03183629948546489,105.9971
2015-02-02,TMT_CORP_1,Technology,5Y,3.5,0.011899999999999999,0.008779,0.020678533592619633,106.7371
2015-02-02,TMT_CORP_2,Technology,5Y,3.5,0.011899999999999999,0.008491,0.020391294826735237,106.8779
2015-02-03,CNS_RET_1,Consumer,5Y,7.0,0.0128,0.037994,0.05079368120813899,108.2971
2015-02-03,CNS_STAP_1,Consumer,5Y,3.0,0.0128,0.005713,0.01851297679408489,105.4378
2015-02-03,FIN_BANK_1,Financials,5Y,3.5,0.0128,0.010167,0.022966788311667208,105.6233
2015-02-03,FIN_INS_1,Financials,5Y,3.5,0.0128,0.012055,0.02485454911845609,104.7154
2015-02-03,IND_AUTO_1,Industrial,5Y,4.0,0.0128,0.019397,0.0321966471115298,103.5514
2015-02-03,IND_ENGY_1,Energy,5Y,4.5,0.0128,0.018968,0.03176752064642165,106.0296
2015-02-03,TMT_CORP_1,Technology,5Y,3.5,0.0128,0.00829,0.02109025344832227,106.5356
2015-02-03,TMT_CORP_2,Technology,5Y,3.5,0.0128,0.007474,0.020273720756605156,106.9357
2015-02-04,CNS_RET_1,Consumer,5Y,7.0,0.0129,0.038361,0.051260898827344456,108.0848
2015-02-04,CNS_STAP_1,Consumer,5Y,3.0,0.0129,0.005737,0.018637308906122124,105.377
2015-02-04,FIN_BANK_1,Financials,5Y,3.5,0.0129,0.010055,0.02295522305331149,105.6289
2015-02-04,FIN_INS_1,Financials,5Y,3.5,0.0129,0.011569,0.024469106704943185,104.9
2015-02-04,IND_AUTO_1,Industrial,5Y,4.0,0.0129,0.019996,0.03289643523522936,103.2265
2015-02-04,IND_ENGY_1,Energy,5Y,4.5,0.0129,0.019526,0.0324256687199848,105.719
2015-02-04,TMT_CORP_1,Technology,5Y,3.5,0.0129,0.007853,0.02075331140982606,106.7005
2015-02-04,TMT_CORP_2,Technology,5Y,3.5,0.0129,0.007312,0.02021178264228274,106.9661
2015-02-05,CNS_RET_1,Consumer,5Y,7.0,0.013000000000000001,0.038556,0.05155613810002471,107.951
2015-02-05,CNS_STAP_1,Consumer,5Y,3.0,0.013000000000000001,0.005684,0.018683847737545937,105.3543
2015-02-05,FIN_BANK_1,Financials,5Y,3.5,0.013000000000000001,0.009848,0.022847738147201133,105.6809
2015-02-05,FIN_INS_1,Financials,5Y,3.5,0.013000000000000001,0.011263,0.024262727489387483,104.999
2015-02-05,IND_AUTO_1,Industrial,5Y,4.0,0.013000000000000001,0.020396,0.033396024418551384,102.9953
2015-02-05,IND_ENGY_1,Energy,5Y,4.5,0.013000000000000001,0.01923,0.032229874340482315,105.8113
2015-02-05,TMT_CORP_1,Technology,5Y,3.5,0.013000000000000001,0.007713,0.020712792465206686,106.7203
2015-02-05,TMT_CORP_2,Technology,5Y,3.5,0.013000000000000001,0.007141,0.020140785704222595,107.001
2015-02-06,CNS_RET_1,Consumer,5Y,7.0,0.0148,0.038084,0.05288387869410641,107.3517
2015-02-06,CNS_STAP_1,Consumer,5Y,3.0,0.0148,0.005525,0.020325001583161733,104.556
2015-02-06,FIN_BANK_1,Financials,5Y,3.5,0.0148,0.01014,0.024940457539572705,104.6743
2015-02-06,FIN_INS_1,Financials,5Y,3.5,0.0148,0.010941,0.025740968028295022,104.2924
2015-02-06,IND_AUTO_1,Industrial,5Y,4.0,0.0148,0.019955,0.034755359458676555,102.3696
2015-02-06,IND_ENGY_1,Energy,5Y,4.5,0.0148,0.018758,0.03355809821634624,105.1872
2015-02-06,TMT_CORP_1,Technology,5Y,3.5,0.0148,0.00746,0.02225986243632297,105.9658
2015-02-06,TMT_CORP_2,Technology,5Y,3.5,0.0148,0.007694,0.022494451955539674,105.852
2015-02-09,CNS_RET_1,Consumer,5Y,7.0,0.0149,0.040082,0.05498202401594755,106.4134
2015-02-09,CNS_STAP_1,Consumer,5Y,3.0,0.0149,0.00557,0.020470043998807672,104.4858
2015-02-09,FIN_BANK_1,Financials,5Y,3.5,0.0149,0.010363,0.025262506426132994,104.5205
2015-02-09,FIN_INS_1,Financials,5Y,3.5,0.0149,0.011675,0.02657489606701578,103.8965
2015-02-09,IND_AUTO_1,Industrial,5Y,4.0,0.0149,0.019111,0.03401116555260529,102.7116
2015-02-09,IND_ENGY_1,Energy,5Y,4.5,0.0149,0.019584,0.03448411345842937,104.7549
2015-02-09,TMT_CORP_1,Technology,5Y,3.5,0.0149,0.007543,0.022443332127356514,105.8768
2015-02-09,TMT_CORP_2,Technology,5Y,3.5,0.0149,0.007575,0.02247455565154797,105.8617
2015-02-10,CNS_RET_1,Consumer,5Y,7.0,0.0152,0.040524,0.055723676793221405,106.0843
2015-02-10,CNS_STAP_1,Consumer,5Y,3.0,0.0152,0.00555,0.020750018887987064,104.3505
2015-02-10,FIN_BANK_1,Financials,5Y,3.5,0.0152,0.010668,0.025868335402462174,104.2318
2015-02-10,FIN_INS_1,Financials,5Y,3.5,0.0152,0.012567,0.027767041441053554,103.3337
2015-02-10,IND_AUTO_1,Industrial,5Y,4.0,0.0152,0.018925,0.03412499752257175,102.6592
2015-02-10,IND_ENGY_1,Energy,5Y,4.5,0.0152,0.019629,0.03482911604422192,104.5944
2015-02-10,TMT_CORP_1,Technology,5Y,3.5,0.0152,0.007318,0.022518155914762722,105.8405
2015-02-10,TMT_CORP_2,Technology,5Y,3.5,0.0152,0.007746,0.02294565381197946,105.6335
2015-02-11,CNS_RET_1,Consumer,5Y,7.0,0.015300000000000001,0.039998,0.0552980561000296,106.273
2015-02-11,CNS_STAP_1,Consumer,5Y,3.0,0.015300000000000001,0.005596,0.02089577835351702,104.2801
2015-02-11,FIN_BANK_1,Financials,5Y,3.5,0.015300000000000001,0.011307,0.026606903129677534,103.8813
2015-02-11,FIN_INS_1,Financials,5Y,3.5,0.015300000000000001,0.012903,0.02820274489634525,103.129
2015-02-11,IND_AUTO_1,Industrial,5Y,4.0,0.015300000000000001,0.019876,0.03517594787099716,102.177
2015-02-11,IND_ENGY_1,Energy,5Y,4.5,0.015300000000000001,0.020134,0.03543434958383169,104.3136
2015-02-11,TMT_CORP_1,Technology,5Y,3.5,0.015300000000000001,0.006968,0.022267700292953885,105.962
2015-02-11,TMT_CORP_2,Technology,5Y,3.5,0.015300000000000001,0.007824,0.023124367481705817,105.5471
2015-02-12,CNS_RET_1,Consumer,5Y,7.0,0.015,0.038988,0.05398768788974554,106.8567
2015-02-12,CNS_STAP_1,Consumer,5Y,3.0,0.015,0.00549,0.020489505193207892,104.4764
2015-02-12,FIN_BANK_1,Financials,5Y,3.5,0.015,0.012242,0.027242047315331135,103.5811
2015-02-12,FIN_INS_1,Financials,5Y,3.5,0.015,0.013249,0.028249149922222615,103.1072
2015-02-12,IND_AUTO_1,Industrial,5Y,4.0,0.015,0.020591,0.0355907226580178,101.9875
2015-02-12,IND_ENGY_1,Energy,5Y,4.5,0.015,0.019223,0.03422253024197409,104.8768
2015-02-12,TMT_CORP_1,Technology,5Y,3.5,0.015,0.007345,0.022345201924146414,105.9244
2015-02-12,TMT_CORP_2,Technology,5Y,3.5,0.015,0.007044,0.0220439440004204,106.0707
2015-02-13,CNS_RET_1,Consumer,5Y,7.0,0.015300000000000001,0.038887,0.05418720846277008,106.7676
2015-02-13,CNS_STAP_1,Consumer,5Y,3.0,0.015300000000000001,0.005559,0.02085892804841337,104.2979
2015-02-13,FIN_BANK_1,Financials,5Y,3.5,0.015300000000000001,0.01229,0.027590085482824777,103.417
2015-02-13,FIN_INS_1,Financials,5Y,3.5,0.015300000000000001,0.012991,0.028290765695190324,103.0877
2015-02-13,IND_AUTO_1,Industrial,5Y,4.0,0.015300000000000001,0.01988,0.03517974156940326,102.1753
2015-02-13,IND_ENGY_1,Energy,5Y,4.5,0.015300000000000001,0.017913,0.033213444176094106,105.3487
2015-02-13,TMT_CORP_1,Technology,5Y,3.5,0.015300000000000001,0.007294,0.02259350845398466,105.804
2015-02-13,TMT_CORP_2,Technology,5Y,3.5,0.015300000000000001,0.007364,0.022663799369547332,105.7699
2015-02-16,CNS_RET_1,Consumer,5Y,7.0,0.015300000000000001,0.037648,0.052947776508918326,107.3229
2015-02-16,CNS_STAP_1,Consumer,5Y,3.0,0.015300000000000001,0.0054,0.020699990415222747,104.3746
2015-02-16,FIN_BANK_1,Financials,5Y,3.5,0.015300000000000001,0.012829,0.02812880498224602,103.1637
2015-02-16,FIN_INS_1,Financials,5Y,3.5,0.015300000000000001,0.01385,0.029149548454907158,102.6859
2015-02-16,IND_AUTO_1,Industrial,5Y,4.0,0.015300000000000001,0.019137,0.034436664250289135,102.5159
2015-02-16,IND_ENGY_1,Energy,5Y,4.5,0.015300000000000001,0.018037,0.03333724318089691,105.2907
2015-02-16,TMT_CORP_1,Technology,5Y,3.5,0.015300000000000001,0.007316,0.022616131037945443,105.793
2015-02-16,TMT_CORP_2,Technology,5Y,3.5,0.015300000000000001,0.007473,0.02277280802854427,105.7171
2015-02-17,CNS_RET_1,Consumer,5Y,7.0,0.016200000000000003,0.038939,0.05513878671754993,106.3437
2015-02-17,CNS_STAP_1,Consumer,5Y,3.0,0.016200000000000003,0.005305,0.02150523002405259,103.9865
2015-02-17,FIN_BANK_1,Financials,5Y,3.5,0.016200000000000003,0.01263,0.028829813419613836,102.8352
2015-02-17,FIN_INS_1,Financials,5Y,3.5,0.016200000000000003,0.013959,0.030159163347494723,102.216
2015-02-17,IND_AUTO_1,Industrial,5Y,4.0,0.016200000000000003,0.019935,0.036135129027029825,101.7394
2015-02-17,IND_ENGY_1,Energy,5Y,4.5,0.016200000000000003,0.017758,0.03395806568398513,105.0002
2015-02-17,TMT_CORP_1,Technology,5Y,3.5,0.016200000000000003,0.006963,0.023162555771141638,105.5287
2015-02-17,TMT_CORP_2,Technology,5Y,3.5,0.016200000000000003,0.007692,0.02389186308834466,105.1772
2015-02-18,CNS_RET_1,Consumer,5Y,7.0,0.0152,0.036653,0.0518526748263066,107.8168
2015-02-18,CNS_STAP_1,Consumer,5Y,3.0,0.0152,0.005286,0.020485653802462447,104.4782
2015-02-18,FIN_BANK_1,Financials,5Y,3.5,0.0152,0.013208,0.028407598265653755,103.0329
2015-02-18,FIN_INS_1,Financials,5Y,3.5,0.0152,0.014326,0.029525834104870065,102.5104
2015-02-18,IND_AUTO_1,Industrial,5Y,4.0,0.0152,0.019212,0.034412066566468974,102.5272
2015-02-18,IND_ENGY_1,Energy,5Y,4.5,0.0152,0.018373,0.033572981078776924,105.1803
2015-02-18,TMT_CORP_1,Technology,5Y,3.5,0.0152,0.006834,0.02203361790243733,106.0757
2015-02-18,TMT_CORP_2,Technology,5Y,3.5,0.0152,0.009201,0.024401485126060007,104.9324
2015-02-19,CNS_RET_1,Consumer,5Y,7.0,0.0158,0.036474,0.052273624555600064,107.6266
2015-02-19,CNS_STAP_1,Consumer,5Y,3.0,0.0158,0.005516,0.0213164411240908,104.0774
2015-02-19,FIN_BANK_1,Financials,5Y,3.5,0.0158,0.013716,0.02951626766616837,102.5149
2015-02-19,FIN_INS_1,Financials,5Y,3.5,0.0158,0.014266,0.030066148864566447,102.2591
2015-02-19,IND_AUTO_1,Industrial,5Y,4.0,0.0158,0.019528,0.03532808267618416,102.1074
2015-02-19,IND_ENGY_1,Energy,5Y,4.5,0.0158,0.018319,0.034118512843583436,104.9253
2015-02-19,TMT_CORP_1,Technology,5Y,3.5,0.0158,0.006871,0.022670824768654646,105.7665
2015-02-19,TMT_CORP_2,Technology,5Y,3.5,0.0158,0.00843,0.02423042230382131,105.0145
2015-02-20,CNS_RET_1,Consumer,5Y,7.0,0.0161,0.037239,0.0533393967101362,107.1471
2015-02-20,CNS_STAP_1,Consumer,5Y,3.0,0.0161,0.005623,0.02172299536407954,103.8819
2015-02-20,FIN_BANK_1,Financials,5Y,3.5,0.0161,0.014192,0.030292125027204485,102.1543
2015-02-20,FIN_INS_1,Financials,5Y,3.5,0.0161,0.014135,0.030235396602370894,102.1806
2015-02-20,IND_AUTO_1,Industrial,5Y,4.0,0.0161,0.019134,0.03523393046897265,102.1505
2015-02-20,IND_ENGY_1,Energy,5Y,4.5,0.0161,0.018534,0.03463350189522378,104.6854
2015-02-20,TMT_CORP_1,Technology,5Y,3.5,0.0161,0.00659,0.022689763356221637,105.7574
2015-02-20,TMT_CORP_2,Technology,5Y,3.5,0.0161,0.009104,0.02520354385043582,104.5486
2015-02-23,CNS_RET_1,Consumer,5Y,7.0,0.015600000000000001,0.037666,0.05326598341712201,107.18
2015-02-23,CNS_STAP_1,Consumer,5Y,3.0,0.015600000000000001,0.005765,0.021364693063718063,104.0541
2015-02-23,FIN_BANK_1,Financials,5Y,3.5,0.015600000000000001,0.014202,0.02980153028272141,102.3821
2015-02-23,FIN_INS_1,Financials,5Y,3.5,0.015600000000000001,0.014857,0.030457465453635688,102.0776
2015-02-23,IND_AUTO_1,Industrial,5Y,4.0,0.015600000000000001,0.020148,0.0357480732994379,101.9157
2015-02-23,IND_ENGY_1,Energy,5Y,4.5,0.015600000000000001,0.01702,0.0326200781545817,105.6275
2015-02-23,TMT_CORP_1,Technology,5Y,3.5,0.015600000000000001,0.006696,0.02229562271288043,105.9485
2015-02-23,TMT_CORP_2,Technology,5Y,3.5,0.015600000000000001,0.009012,0.02461213971066193,104.8314
2015-02-24,CNS_RET_1,Consumer,5Y,7.0,0.0147,0.036757,0.05145700216450366,107.9959
2015-02-24,CNS_STAP_1,Consumer,5Y,3.0,0.0147,0.005947,0.020646963019159702,104.4003
2015-02-24,FIN_BANK_1,Financials,5Y,3.5,0.0147,0.013827,0.02852659597199575,102.9771
2015-02-24,FIN_INS_1,Financials,5Y,3.5,0.0147,0.015077,0.029777033989205844,102.3935
2015-02-24,IND_AUTO_1,Industrial,5Y,4.0,0.0147,0.019654,0.03435422719371099,102.5538
2015-02-24,IND_ENGY_1,Energy,5Y,4.5,0.0147,0.01883,0.03352981642153639,105.2005
2015-02-24,TMT_CORP_1,Technology,5Y,3.5,0.0147,0.006555,0.021254628189635777,106.4553
2015-02-24,TMT_CORP_2,Technology,5Y,3.5,0.0147,0.009139,0.023838524711269564,105.2028
2015-02-25,CNS_RET_1,Consumer,5Y,7.0,0.0147,0.037585,0.052285363829531556,107.6213
2015-02-25,CNS_STAP_1,Consumer,5Y,3.0,0.0147,0.006402,0.021101719059182594,104.1808
2015-02-25,FIN_BANK_1,Financials,5Y,3.5,0.0147,0.01309,0.02779016974512924,103.3228
2015-02-25,FIN_INS_1,Financials,5Y,3.5,0.0147,0.015696,0.030396424914776843,102.1059
2015-02-25,IND_AUTO_1,Industrial,5Y,4.0,0.0147,0.020368,0.0350679128637906,102.2264
2015-02-25,IND_ENGY_1,Energy,5Y,4.5,0.0147,0.018694,0.03339421021761591,105.264
2015-02-25,TMT_CORP_1,Technology,5Y,3.5,0.0147,0.006493,0.021192599478199473,106.4856
2015-02-25,TMT_CORP_2,Technology,5Y,3.5,0.0147,0.009138,0.02383835529046316,105.2029
2015-02-26,CNS_RET_1,Consumer,5Y,7.0,0.0154,0.036464,0.051863929437737946,107.8117
2015-02-26,CNS_STAP_1,Consumer,5Y,3.0,0.0154,0.006401,0.021800582296180586,103.8446
2015-02-26,FIN_BANK_1,Financials,5Y,3.5,0.0154,0.013045,0.028445109915917643,103.0153
2015-02-26,FIN_INS_1,Financials,5Y,3.5,0.0154,0.015782,0.031182263808464134,101.7425
2015-02-26,IND_AUTO_1,Industrial,5Y,4.0,0.0154,0.020475,0.035874966390444255,101.8579
2015-02-26,IND_ENGY_1,Energy,5Y,4.5,0.0154,0.019373,0.034773386326933345,104.6203
2015-02-26,TMT_CORP_1,Technology,5Y,3.5,0.0154,0.006353,0.02175294715933927,106.2123
2015-02-26,TMT_CORP_2,Technology,5Y,3.5,0.0154,0.008995,0.024395042627740532,104.9355
2015-02-27,CNS_RET_1,Consumer,5Y,7.0,0.015,0.036433,0.051432822799516636,108.0069
2015-02-27,CNS_STAP_1,Consumer,5Y,3.0,0.015,0.006573,0.02157317754249239,103.9539
2015-02-27,FIN_BANK_1,Financials,5Y,3.5,0.015,0.013793,0.028793329072829905,102.8523
2015-02-27,FIN_INS_1,Financials,5Y,3.5,0.015,0.015381,0.030380567505633345,102.1133
2015-02-27,IND_AUTO_1,Industrial,5Y,4.0,0.015,0.020624,0.03562401292053792,101.9723
2015-02-27,IND_ENGY_1,Energy,5Y,4.5,0.015,0.018601,0.03360121622375722,105.1671
2015-02-27,TMT_CORP_1,Technology,5Y,3.5,0.015,0.006833,0.021832749239197292,106.1735
2015-02-27,TMT_CORP_2,Technology,5Y,3.5,0.015,0.008798,0.023797552676340816,105.2225
